,Unnamed: 0,Unnamed: 0.1,PatternID,Text,Cause,Effect,cause_question,effect_question
132,132,136,145,"Once these have been hired, they begin building the first phase of the project. As they build phase 1, they design phase 2. This is in contrast to a design-bid-build contract, where the project is completely designed by the owner, then bid on, then completed.",they build phase 1,they design phase 2.,"when do they design phase 2 ?
","what happens as they build phase 1 ?
"
133,133,137,145,"In the United States, the industry in 2014 has around $ 960 billion in annual revenue according to statistics tracked by the Census Bureau, of which $ 680 billion is private (split evenly between residential and nonresidential) and the remainder is government. As of 2005, there were about 667,000 firms employing 1 million contractors (200,000 general contractors, 38,000 heavy, and 432,000 specialty); the average contractor employed fewer than 10 employees. As a whole, the industry employed an estimated 5.8 million as of April 2013, with a 13.2% unemployment rate.",of 2005,"there were about 667,000 firms employing 1 million contractors (200,000 general contractors, 38,000 heavy, and 432,000 specialty); the average contractor employed fewer than 10 employees.","as of what year were there about 667 , 000 firms employing 1 million contractors ?
","how many contractors were there in 2005 ?
"
134,134,138,145,"As of 2005, there were about 667,000 firms employing 1 million contractors (200,000 general contractors, 38,000 heavy, and 432,000 specialty); the average contractor employed fewer than 10 employees. As a whole, the industry employed an estimated 5.8 million as of April 2013, with a 13.2% unemployment rate. In the United States, approximately 828,000 women were employed in the construction industry as of 2011.",a whole,"the industry employed an estimated 5.8 million as of April 2013, with a 13.2% unemployment rate.","why did the construction industry employ 5 . 8 million as of april 2013 ?
","how many people worked in the construction industry as of april 2013 ?
"
135,135,139,80,"The average earning for a professional in the construction industry in the Middle East, across all sectors, job types and levels of experience, is # 42,090, compared to # 26,719 in the UK. This trend is not necessarily due to the fact that more affluent roles are available, however, as architects with 14 or more years experience working in the Middle East earn on average # 43,389 per annum, compared to # 40,000 in the UK. Some construction workers in the US/Canada have made more than $ 100,000 annually, depending on their trade.","architects with 14 or more years experience working in the Middle East earn on average # 43,389 per annum, compared to # 40,000 in the UK","This trend is not necessarily due to the fact that more affluent roles are available, however","why does the middle east construction industry earn more than the uk ?
","why does the middle east construction industry earn more than the uk ?
"
136,136,140,80,"Some such schools teach religious education, together with the usual academic subjects to impress their particular faith 's beliefs and traditions in the students who attend. Others use the denomination as more of a general label to describe on what the founders based their belief, while still maintaining a fine distinction between academics and religion. They include parochial schools, a term which is often used to denote Roman Catholic schools.","more of a general label to describe on what the founders based their belief, while still maintaining a fine distinction between academics and religion",Others use the denomination,"why do some schools use the denomination ?
","what do some schools use to describe what the founders based their belief ?
"
137,137,141,80,"Ersatzschulen lack the freedom to operate completely outside of government regulation. Teachers at Ersatzschulen must have at least the same education and at least the same wages as teachers at public schools, an Ersatzschule must have at least the same academic standards as a public school and Article 7, Paragraph 4 of the Grundgesetz, also forbids segregation of pupils according to the means of their parents (the so-called Sonderungsverbot). Therefore, most Ersatzschulen have very low tuition fees and/or offer scholarships, compared to most other Western European countries.","teachers at public schools, an Ersatzschule must have at least the same academic standards as a public",Teachers at Ersatzschulen must have at least the same education and at least the same wages,"why must teachers at ersatzschulen have the same education as teachers at public schools ?
","why do ersatzschulen lack the freedom to operate completely outside of government regulation ?
"
138,138,142,80,"Under such a system, the government is only in charge of the school curriculum and teaching personnel while the lands still belonged to the schools. While Chinese primary schools were allowed to retain Chinese as the medium of instruction, Chinese secondary schools are required to change into English-medium schools. Over 60 schools converted to become National Type schools.","the medium of instruction, Chinese secondary schools are required to change into English-medium schools",Chinese primary schools were allowed to retain Chinese,"why were chinese primary schools allowed to retain chinese ?
","what happened to chinese primary schools ?
"
139,139,143,80,"The standard and the quality of education is quite high. Technically, these would be categorized as private schools, but many of them have the name ""Public School"" appended to them, e.g., the Galaxy Public School in Kathmandu. Most of the middle-class families send their children to such schools, which might be in their own city or far off, like boarding schools.","private schools, but many of them have the name ""Public School"" appended to them, e.g., the Galaxy Public School in Kathmandu","Technically, these would be categorized","why are some schools classified as public schools ?
","what happens to private schools in nepal ?
"
140,140,144,80,"Most of the middle-class families send their children to such schools, which might be in their own city or far off, like boarding schools. The medium of education is English, but as a compulsory subject, Nepali and/or the state 's official language is also taught. Preschool education is mostly limited to organized neighbourhood nursery schools.","a compulsory subject, Nepali and/or the state 's official language is also taught","The medium of education is English, but","why is nepali not taught in boarding schools ?
","what is the medium of education in nepal ?
"
141,141,145,80,"These schools tend to produce better academic results than government schools formerly reserved for other race groups. Former ""Model C"" schools are not private schools, as they are state-controlled. All schools in South Africa (including both independent schools and public schools) have the right to set compulsory school fees, and formerly model C schools tend to set much higher school fees than other public schools.",they are state-controlled,"Model C"" schools are not private schools","why are former "" model c "" schools not private schools ?
","why are former model c schools not private schools ?
"
142,142,146,80,"Sophomore, junior, and senior undergraduates live in twelve residential Houses, nine of which are south of Harvard Yard along or near the Charles River. The other three are located in a residential neighborhood half a mile northwest of the Yard at the Quadrangle (commonly referred to as the Quad), which formerly housed Radcliffe College students until Radcliffe merged its residential system with Harvard. Each residential house contains rooms for undergraduates, House masters, and resident tutors, as well as a dining hall and library.","the Quad), which formerly housed Radcliffe College students until Radcliffe merged its residential system with",The other three are located in a residential neighborhood half a mile northwest of the Yard at the Quadrangle (commonly referred to,"what is the quadrangle commonly referred to as ?
","where are the other three residential houses located ?
"
143,143,147,145,"Harvard has the largest university endowment in the world. As of September 2011-LSB-update-RSB-, it had nearly regained the loss suffered during the 2008 recession. It was worth $ 32 billion in 2011, up from $ 28 billion in September 2010 and $ 26 billion in 2009.",of September 2011-LSB-update-RSB-,it had nearly regained the loss suffered during the 2008 recession.,"what happened to harvard ' s endowment in 2011 ?
","what happened to harvard ' s endowment in september 2011 ?
"
144,144,148,145,"One of the most visible results of Harvard 's attempt to re-balance its budget was their halting of construction of the $ 1.2 billion Allston Science Complex that had been scheduled to be completed by 2011, resulting in protests from local residents. As of 2012-LSB-update-RSB-, Harvard University had a total financial aid reserve of $ 159 million for students, and a Pell Grant reserve of $ 4.093 million available for disbursement. ",of 2012-LSB-update-RSB-,"Harvard University had a total financial aid reserve of $ 159 million for students, and a Pell Grant reserve of $ 4.093 million available for disbursement.","as of what year did harvard university have a total financial aid reserve of $ 159 million ?
","what happened to harvard ' s financial aid reserve in 2012 ?
"
145,145,149,80,"Harvard College accepted 5.3% of applicants for the class of 2019, a record low and the second lowest acceptance rate among all national universities. Harvard College ended its early admissions program in 2007 as the program was believed to disadvantage low-income and under-represented minority applicants applying to selective universities, yet for the class of 2016 an Early Action program was reintroduced. ","the program was believed to disadvantage low-income and under-represented minority applicants applying to selective universities, yet for the class of 2016 an Early Action program was reintroduced",Harvard College ended its early admissions program in 2007,"why did harvard college end its early admissions program ?
","what happened to the early admissions program ?
"
146,146,150,80,"In particular, it has consistently topped the Academic Ranking of World Universities (ARWU) since 2003, and the THE World Reputation Rankings since 2011, when the first time such league tables were published. When the QS and Times were published in partnership as the THE-QS World University Rankings during 2004-2009, Harvard had also been regarded the first in every year. The University 's undergraduate program has been continuously among the top two in the U.S. News & World Report.","the THE-QS World University Rankings during 2004-2009, Harvard had also been regarded the first in every year",the QS and Times were published in partnership,"what happened when the qs and times were published in partnership ?
","why was harvard considered the first in every year during 2004 - 2009 ?
"
147,147,151,80,"Harvard 's athletic rivalry with Yale is intense in every sport in which they meet, coming to a climax each fall in the annual football meeting, which dates back to 1875 and is usually called simply ""The Game"". While Harvard 's football team is no longer one of the country 's best as it often was a century ago during football 's early days (it won the Rose Bowl in 1920), both it and Yale have influenced the way the game is played. In 1903, Harvard Stadium introduced a new era into football with the first-ever permanent reinforced concrete stadium of its kind in the country.",it often was a century ago during football 's early days (it won the Rose Bowl in,Harvard 's football team is no longer one of the country 's best,"why is harvard ' s football team no longer one of the country ' s best ?
","why is harvard no longer one of the country ' s best football teams ?
"
148,148,152,80,"Harvard has several athletic facilities, such as the Lavietes Pavilion, a multi-purpose arena and home to the Harvard basketball teams. The Malkin Athletic Center, known as the ""MAC"", serves both as the university 's primary recreation facility and as a satellite location for several varsity sports. The five-story building includes two cardio rooms, an Olympic-size swimming pool, a smaller pool for aquaerobics and other activities, a mezzanine, where all types of classes are held, an indoor cycling studio, three weight rooms, and a three-court gym floor to play basketball.","the ""MAC"", serves both as the university 's primary recreation facility and as a satellite location for several varsity sports","Harvard has several athletic facilities, such as the Lavietes Pavilion, a multi-purpose arena and home to the Harvard basketball teams. The Malkin Athletic Center, known","what is the purpose of the malkin athletic center ?
","what is the malkin athletic center known as ?
"
149,149,153,145,"Significant factors in the local economy include services such as banking, insurance, healthcare and logistics. As with much of Florida, tourism is also important to the Jacksonville area, particularly tourism related to golf. People from Jacksonville may be called ""Jacksonvillians"" or ""Jaxsons"" (also spelled ""Jaxons"").",with much of Florida,"tourism is also important to the Jacksonville area, particularly tourism related to golf.","why is tourism important to the jacksonville area ?
","why is jacksonville important to the florida economy ?
"
150,150,154,80,"On September 20, 1565, a Spanish force from the nearby Spanish settlement of St. Augustine attacked Fort Caroline, and killed nearly all the French soldiers defending it. The Spanish renamed the fort San Mateo, and following the ejection of the French, St. Augustine 's position as the most important settlement in Florida was solidified. The location of Fort Caroline is subject to debate but a reconstruction of the fort was established on the St. Johns River in 1964.",the most important settlement in Florida was solidified,"Spanish renamed the fort San Mateo, and following the ejection of the French, St. Augustine 's position","what happened to st . augustine as a result of the attack ?
","what happened to fort caroline after the attack ?
"
151,151,155,80,"In honor of the occasion, then-Mayor Hans Tanzler posed with actress Lee Meredith behind a sign marking the new border of the ""Bold New City of the South"" at Florida 13 and Julington Creek. The Better Jacksonville Plan, promoted as a blueprint for Jacksonville 's future and approved by Jacksonville voters in 2000, authorized a half-penny sales tax. This would generate most of the revenue required for the $ 2.25 billion package of major projects that included road & infrastructure improvements, environmental preservation, targeted economic development and new or improved public facilities.","a blueprint for Jacksonville 's future and approved by Jacksonville voters in 2000, authorized a half-penny sales tax","In honor of the occasion, then-Mayor Hans Tanzler posed with actress Lee Meredith behind a sign marking the new border of the ""Bold New City of the South"" at Florida 13 and Julington Creek. The Better Jacksonville Plan, promoted","why was the better jacksonville plan promoted ?
","why did mayor hans tanzler pose with an actress ?
"
152,152,156,145,"Jacksonville is the most populous city in Florida, and the twelfth most populous city in the United States. As of 2010-LSB-update-RSB-, there were 821,784 people and 366,273 households in the city. Jacksonville has the country 's tenth-largest Arab population, with a total population of 5,751 according to the 2000 United States Census.",of 2010-LSB-update-RSB-,"there were 821,784 people and 366,273 households in the city.","why is jacksonville the twelfth most populous city in the u . s . ?
","what was the population of jacksonville in 2010 ?
"
153,153,158,80,"Another cause is the rate at which income is taxed coupled with the progressivity of the tax system. A progressive tax is a tax by which the tax rate increases as the taxable base amount increases. In a progressive tax system, the level of the top tax rate will often have a direct impact on the level of inequality within a society, either increasing it or decreasing it, provided that income does not change as a result of the change in tax regime.",the taxable base amount increases,A progressive tax is a tax by which the tax rate increases,"why does the tax rate increase in a progressive tax ?
","what happens to the tax rate as the taxable base amount increases ?
"
154,154,159,145,"According to Kuznets, countries with low levels of development have relatively equal distributions of wealth. As a country develops, it acquires more capital, which leads to the owners of this capital having more wealth and income and introducing inequality. Eventually, through various possible redistribution mechanisms such as social welfare programs, more developed countries move back to lower levels of inequality.",a country develops,"it acquires more capital, which leads to the owners of this capital having more wealth and income and introducing inequality.","why does a country acquire more capital ?
","what happens as a country develops ?
"
155,155,160,145,"Kuznets ' curve predicts that income inequality will eventually decrease given time. As an example, income inequality did fall in the United States during its High school movement from 1910 to 1940 and thereafter.-LSB-citation needed-RSB- However, recent data shows that the level of income inequality began to rise after the 1970s.",an example,"income inequality did fall in the United States during its High school movement from 1910 to 1940 and thereafter.-LSB-citation needed-RSB- However, recent data shows that the level of income inequality began to rise after the 1970s.","why did income inequality fall during the high school movement ?
","what happened during the time that kuznets ' curve predicted ?
"
156,156,161,80," Economist Joseph Stiglitz argues that rather than explaining concentrations of wealth and income, market forces should serve as a brake on such concentration, which may better be explained by the non-market force known as ""rent-seeking"". While the market will bid up compensation for rare and desired skills to reward wealth creation, greater productivity, etc., it will also prevent successful entrepreneurs from earning excess profits by fostering competition to cut prices, profits and large compensation.","a brake on such concentration, which may better be explained by the non-market force known as","Economist Joseph Stiglitz argues that rather than explaining concentrations of wealth and income, market forces should serve","why does joseph stiglitz believe that market forces should not explain wealth and income ?
","why does stiglitz believe that market forces should serve as a brake on concentration ?
"
157,157,162,80,"The debate is summarized in ""The Hidden Prosperity of the Poor"" by journalist Thomas B. Edsall. Other studies have not found consumption inequality less dramatic than household income inequality, and the CBO 's study found consumption data not ""adequately"" capturing ""consumption by high-income households"" as it does their income, though it did agree that household consumption numbers show more equal distribution than household income. ","it does their income, though it did agree that household consumption numbers show more equal distribution than household income","household income inequality, and the CBO 's study found consumption data not ""adequately"" capturing ""consumption by high-income households","why did the cbo ' s study find consumption data not capturing consumption by high - income households ?
","why did other studies not find consumption inequality less dramatic ?
"
158,158,163,80,"A number of researchers (David Rodda, Jacob Vigdor, and Janna Matlack), argue that a shortage of affordable housing--at least in the US--is caused in part by income inequality. David Rodda noted that from 1984 and 1991, the number of quality rental units decreased as the demand for higher quality housing increased (Rhoda 1994:148). Through gentrification of older neighbourhoods, for example, in East New York, rental prices increased rapidly as landlords found new residents willing to pay higher market rate for housing and left lower income families without rental units.",the demand for higher quality housing increased (Rhoda 1994:148),"David Rodda noted that from 1984 and 1991, the number of quality rental units decreased","why did the number of quality rental units decrease between 1984 and 1991 ?
","what happened as the demand for higher quality housing increased ?
"
159,159,164,80,"David Rodda noted that from 1984 and 1991, the number of quality rental units decreased as the demand for higher quality housing increased (Rhoda 1994:148). Through gentrification of older neighbourhoods, for example, in East New York, rental prices increased rapidly as landlords found new residents willing to pay higher market rate for housing and left lower income families without rental units. The ad valorem property tax policy combined with rising prices made it difficult or impossible for low income residents to keep pace.",landlords found new residents willing to pay higher market rate for housing and left lower income families without rental units,"Through gentrification of older neighbourhoods, for example, in East New York, rental prices increased rapidly","why did rental prices increase in east new york ?
","why did rental prices increase ?
"
160,160,166,145,"If there were fewer people however, this multiplier would be lower, and thus the amount of environmental degradation would be lower as well. As such, the current high level of population has a large impact on this as well. If (as WWF argued), population levels would start to drop to a sustainable level (1/3 of current levels, so about 2 billion people), human inequality can be addressed/corrected, while still not resulting in an increase of environmental damage.",such,the current high level of population has a large impact on this as well.,"why does the current high level of population have a large impact on environmental degradation ?
","why is there an increase in environmental degradation if there are fewer people ?
"
161,161,167,80," The University of Chicago was created and incorporated as a coeducational, secular institution in 1890 by the American Baptist Education Society and a donation from oil magnate and philanthropist John D. Rockefeller on land donated by Marshall Field. While the Rockefeller donation provided money for academic operations and long-term endowment, it was stipulated that such money could not be used for buildings.","a coeducational, secular institution in 1890 by the American Baptist Education Society and a donation from oil magnate and philanthropist John D. Rockefeller on land donated",The University of Chicago was created and incorporated,"why was the university of chicago created ?
","what happened in 1890 ?
"
162,162,168,80,"The agreement provided that either party could terminate the affiliation on proper notice. Several University of Chicago professors disliked the program, as it involved uncompensated additional labor on their part, and they believed it cheapened the academic reputation of the university. The program passed into history by 1910.","it involved uncompensated additional labor on their part, and",Several University of Chicago professors disliked the program,"why did several university of chicago professors dislike the affiliation program ?
","why did some professors dislike the agreement ?
"
163,163,170,145,"Directly beneath the President are the Provost, fourteen Vice Presidents (including the Chief Financial Officer, Chief Investment Officer, and Dean of Students of the university), the Directors of Argonne National Laboratory and Fermilab, the Secretary of the university, and the Student Ombudsperson. As of August 2009-LSB-update-RSB-, the Chairman of the Board of Trustees is Andrew Alper, and the President of the university is Robert Zimmer. In December 2013 it was announced that the Director of Argonne National Laboratory, Eric Isaacs, would become Provost.",of August 2009-LSB-update-RSB-,"the Chairman of the Board of Trustees is Andrew Alper, and the President of the university is Robert Zimmer.","what happened to the chairman of the board of trustees in 2009 ?
","what happened to the chairman of the board of trustees in august 2009 ?
"
164,164,171,145,"In 2012-2013, the Core classes at Chicago were limited to 17 students, and are generally led by a full-time professor (as opposed to a teaching assistant). As of the 2013--2014 school year, 15 courses and demonstrated proficiency in a foreign language are required under the Core. Undergraduate courses at the University of Chicago are known for their demanding standards, heavy workload and academic difficulty; according to Uni in the USA, ""Among the academic cream of American universities--Harvard, Yale, Princeton, MIT, and the University of Chicago--it is UChicago that can most convincingly claim to provide the most rigorous, intense learning experience.""",of the 2013 -- 2014 school year,15 courses and demonstrated proficiency in a foreign language are required under the Core.,"when were 15 courses and demonstrated proficiency in a foreign language required at the university of chicago ?
","what is required during the 2013 - 2014 school year ?
"
165,165,172,80,"Several thousand major and non-major undergraduates enroll annually in creative and performing arts classes. UChicago is often considered the birthplace of improvisational comedy as the Compass Players student comedy troupe evolved into The Second City improv theater troupe in 1959. The Reva and David Logan Center for the Arts opened in October 2012, five years after a $ 35 million gift from alumnus David Logan and his wife Reva.",the Compass Players student comedy troupe evolved into The Second City improv theater troupe,UChicago is often considered the birthplace of improvisational comedy,"what happened in 1959 that led to improvisational comedy ?
","why is uchicago so popular with comedy students ?
"
166,166,174,80,"The hostile but weakened Song dynasty remained an obstacle in the south. Kublai secured the northeast border in 1259 by installing the hostage prince Wonjong as the ruler of Korea, making it a Mongol tributary state. Kublai was also threatened by domestic unrest.","the ruler of Korea, making it a Mongol tributary state",Kublai secured the northeast border in 1259 by installing the hostage prince Wonjong,"what did kublai do with prince wonjong ?
","why was korea a tributary state to kublai ?
"
167,167,175,80," Following the conquest of Dali in 1253, the former ruling Duan dynasty were appointed as governors-general, recognized as imperial officials by the Yuan, Ming, and Qing-era governments, principally in the province of Yunnan. Succession for the Yuan dynasty, however, was an intractable problem, later causing much strife and internal struggle.","governors-general, recognized as imperial officials by the Yuan, Ming, and Qing-era governments, principally in the province of","Following the conquest of Dali in 1253, the former ruling Duan dynasty were appointed","what happened to the duan dynasty after the conquest of dali ?
","why were the former duan dynasty appointed as governors - general ?
"
168,168,176,80,"The most famous traveler of the period was the Venetian Marco Polo, whose account of his trip to ""Cambaluc,"" the capital of the Great Khan, and of life there astounded the people of Europe. The account of his travels, Il milione (or, The Million, known in English as the Travels of Marco Polo), appeared about the year 1299. Some argue over the accuracy of Marco Polo 's accounts due to the lack of mentioning the Great Wall of China, tea houses, which would have been a prominent sight since Europeans had yet to adopt a tea culture, as well the practice of foot binding by the women in capital of the Great Khan.","the Travels of Marco Polo), appeared about the year 1299","(or, The Million, known in English","what was the name of marco polo ' s book ?
","what is another name for il milione ?
"
169,169,177,80,"As a result, Tibetan Buddhism was established as the de facto state religion. The top-level department and government agency known as the Bureau of Buddhist and Tibetan Affairs (Xuanzheng Yuan) was set up in Khanbaliq (modern Beijing) to supervise Buddhist monks throughout the empire. Since Kublai Khan only esteemed the Sakya sect of Tibetan Buddhism, other religions became less important.",the Bureau of Buddhist and Tibetan Affairs (Xuanzheng Yuan) was set up in Khanbaliq (modern Beijing) to supervise Buddhist monks throughout the empire,The top-level department and government agency known,"what happened to the top level department and government agency ?
","what is the bureau of buddhist and tibetan affairs ?
"
170,170,178,80,"Under the Mongols, the practice of Chinese medicine spread to other parts of the empire. Chinese physicians were brought along military campaigns by the Mongols as they expanded towards the west. Chinese medical techniques such as acupuncture, moxibustion, pulse diagnosis, and various herbal drugs and elixirs were transmitted westward to the Middle East and the rest of the empire.",they expanded towards the west,Chinese physicians were brought along military campaigns by the Mongols,"why were chinese physicians brought along military campaigns by the mongols ?
","why did chinese medicine spread to other parts of the empire ?
"
171,171,179,80," At the same time the Mongols imported Central Asian Muslims to serve as administrators in China, the Mongols also sent Han Chinese and Khitans from China to serve as administrators over the Muslim population in Bukhara in Central Asia, using foreigners to curtail the power of the local peoples of both lands. Han Chinese were moved to Central Asian areas like Besh Baliq, Almaliq, and Samarqand by the Mongols where they worked as artisans and farmers.","administrators in China, the Mongols also sent Han Chinese and Khitans from China to serve as administrators over the Muslim population in Bukhara in Central Asia, using foreigners to curtail the power of the local peoples of both lands",At the same time the Mongols imported Central Asian Muslims to serve,"why did the mongols import central asian muslims ?
","why did the mongols send central asian muslims to china ?
"
172,172,180,80," At the same time the Mongols imported Central Asian Muslims to serve as administrators in China, the Mongols also sent Han Chinese and Khitans from China to serve as administrators over the Muslim population in Bukhara in Central Asia, using foreigners to curtail the power of the local peoples of both lands. Han Chinese were moved to Central Asian areas like Besh Baliq, Almaliq, and Samarqand by the Mongols where they worked as artisans and farmers.","administrators over the Muslim population in Bukhara in Central Asia, using foreigners to curtail the power of the local peoples of both lands","administrators in China, the Mongols also sent Han Chinese and Khitans from China to serve","why did the mongols send han chinese and khitans to china ?
","why did the mongols import central asian muslims ?
"
173,173,181,80,"Alans were recruited into the Mongol forces with one unit called ""Right Alan Guard"" which was combined with ""recently surrendered"" soldiers, Mongols, and Chinese soldiers stationed in the area of the former Kingdom of Qocho and in Besh Balikh the Mongols established a Chinese military colony led by Chinese general Qi Kongzhi (Ch ' i Kung-chih). After the Mongol conquest of Central Asia by Genghis Khan, foreigners were chosen as administrators and co-management with Chinese and Qara-Khitays (Khitans) of gardens and fields in Samarqand was put upon the Muslims as a requirement since Muslims were not allowed to manage without them. The Mongol appointed Governor of Samarqand was a Qara-Khitay (Khitan), held the title Taishi, familiar with Chinese culture his name was Ahai",administrators and co-management with Chinese and Qara-Khitays (Khitans) of gardens and fields in Samarqand was put upon the Muslims as a requirement,"After the Mongol conquest of Central Asia by Genghis Khan, foreigners were chosen","why were foreigners chosen ?
","why were foreigners chosen as administrators ?
"
174,174,182,80,"The pathogen is killed by the activity of digestive enzymes or following a respiratory burst that releases free radicals into the phagolysosome. Phagocytosis evolved as a means of acquiring nutrients, but this role was extended in phagocytes to include engulfment of pathogens as a defense mechanism. Phagocytosis probably represents the oldest form of host defense, as phagocytes have been identified in both vertebrate and invertebrate animals.","a means of acquiring nutrients, but this role was extended in phagocytes to include engulfment of pathogens as a defense",Phagocytosis evolved,"why did phagocytosis evolve ?
","what happened as a means of acquiring nutrients ?
"
175,175,183,80,"Phagocytosis evolved as a means of acquiring nutrients, but this role was extended in phagocytes to include engulfment of pathogens as a defense mechanism. Phagocytosis probably represents the oldest form of host defense, as phagocytes have been identified in both vertebrate and invertebrate animals. ",phagocytes have been identified in both vertebrate and invertebrate animals,Phagocytosis probably represents the oldest form of host defense,"why does phagocytosis represent the oldest form of host defense ?
","why have phagocytes been identified in vertebrate and invertebrate animals ?
"
176,176,184,80,"Dendritic cells (DC) are phagocytes in tissues that are in contact with the external environment; therefore, they are located mainly in the skin, nose, lungs, stomach, and intestines. They are named for their resemblance to neuronal dendrites, as both have many spine-like projections, but dendritic cells are in no way connected to the nervous system. Dendritic cells serve as a link between the bodily tissues and the innate and adaptive immune systems, as they present antigens to T cells, one of the key cell types of the adaptive immune system.","both have many spine-like projections, but",They are named for their resemblance to neuronal dendrites,"why are dendritic cells similar to neuronal dendrites ?
","why are dendritic cells called dc ?
"
177,177,185,80,"They are named for their resemblance to neuronal dendrites, as both have many spine-like projections, but dendritic cells are in no way connected to the nervous system. Dendritic cells serve as a link between the bodily tissues and the innate and adaptive immune systems, as they present antigens to T cells, one of the key cell types of the adaptive immune system. ","a link between the bodily tissues and the innate and adaptive immune systems, as they present antigens to T cells, one of the key cell types of the adaptive",Dendritic cells serve,"why do dendritic cells serve ?
","why do t cells present antigens to t cells ?
"
178,178,186,145,"Killer T cells are a sub-group of T cells that kill cells that are infected with viruses (and other pathogens), or are otherwise damaged or dysfunctional. As with B cells, each type of T cell recognizes a different antigen. Killer T cells are activated when their T cell receptor (TCR) binds to this specific antigen in a complex with the",with B cells,each type of T cell recognizes a different antigen.,"why do killer t cells recognize a different antigen ?
","why are killer t cells different from b cells ?
"
179,179,187,145,"This combination of MHC and antigen attracts a matching helper T cell, which releases lymphokines and activates the B cell. As the activated B cell then begins to divide, its offspring (plasma cells) secrete millions of copies of the antibody that recognizes this antigen. These antibodies circulate in blood plasma and lymph, bind to pathogens expressing the antigen and mark them for destruction by complement activation or for uptake and destruction by phagocytes.",the activated B cell then begins to divide,its offspring (plasma cells) secrete millions of copies of the antibody that recognizes this antigen.,"why do plasma cells secret millions of copies of the antibody that recognizes this antigen ?
","what happens when the activated b cell begins to divide ?
"
180,180,188,80,"Throughout the lifetime of an animal, these memory cells remember each specific pathogen encountered and can mount a strong response if the pathogen is detected again. This is ""adaptive"" because it occurs during the lifetime of an individual as an adaptation to infection with that pathogen and prepares the immune system for future challenges. Immunological memory can be in the form of either passive short-term memory or active long-term memory.",an adaptation to infection with that pathogen and prepares the immune system for future challenges,it occurs during the lifetime of an individual,"why is adaptive memory adaptive ?
","why is this memory adaptive ?
"
181,181,189,145,"The age-related decline in immune function is also related to decreasing vitamin D levels in the elderly. As people age, two things happen that negatively affect their vitamin D levels. First, they stay indoors more due to decreased activity levels.",people age,two things happen that negatively affect their vitamin D levels.,"what causes two things to negatively affect their vitamin d levels ?
","what happens as people age ?
"
182,182,190,80,Systemic acquired resistance (SAR) is a type of defensive response used by plants that renders the entire plant resistant to a particular infectious agent. RNA silencing mechanisms are particularly important in this systemic response as they can block virus replication. ,they can block virus replication,RNA silencing mechanisms are particularly important in this systemic response,"why are rna silencing mechanisms important in the systemic response ?
","why is it important for plants to use sar ?
"
183,183,191,80," It is likely that a multicomponent, adaptive immune system arose with the first vertebrates, as invertebrates do not generate lymphocytes or an antibody-based humoral response. Many species, however, utilize mechanisms that appear to be precursors of these aspects of vertebrate immunity.",invertebrates do not generate lymphocytes or an antibody-based humoral response,"It is likely that a multicomponent, adaptive immune system arose with the first vertebrates","why is it likely that a multicomponent , adaptive immune system arose with the first vertebrates ?
","why do invertebrates not generate lymphocytes or humoral response ?
"
184,184,192,80,"Immune complexes (aggregations of antigens, complement proteins, and IgG and IgM antibodies) deposited in various tissues trigger Type III hypersensitivity reactions. Type IV hypersensitivity (also known as cell-mediated or delayed type hypersensitivity) usually takes between two and three days to develop. Type IV reactions are involved in many autoimmune and infectious diseases, but may also involve contact dermatitis (poison ivy).",cell-mediated or delayed type hypersensitivity) usually takes between two and three days to develop,(also known,"what is the cause of type iv hypersensitivity ?
","what is delayed type hypersensitivity ?
"
185,185,193,80,"Computational methods have been developed to predict the immunogenicity of peptides and proteins, which are particularly useful in designing therapeutic antibodies, assessing likely virulence of mutations in viral coat particles, and validation of proposed peptide-based drug treatments. Early techniques relied mainly on the observation that hydrophilic amino acids are overrepresented in epitope regions than hydrophobic amino acids; however, more recent developments rely on machine learning techniques using databases of existing known epitopes, usually on well-studied virus proteins, as a training set. A publicly accessible database has been established for the cataloguing of epitopes from pathogens known to be recognizable by B cells.",a training set,"overrepresented in epitope regions than hydrophobic amino acids; however, more recent developments rely on machine learning techniques using databases of existing known epitopes, usually on well-studied virus proteins","why do newer techniques rely on databases of known epitopes ?
","why did early techniques rely on observation ?
"
186,186,195,80,"When the researchers ' analysis was ""applied to the possible scenarios outlined by the Intergovernmental Panel on Climate Change (IPCC), the researchers found that in 2100 sea levels would be 0.5--1.4 m-LSB-50--140 cm-RSB-above 1990 levels. These values are much greater than the 9--88 cm as projected by the IPCC itself in its Third Assessment Report, published in 2001"". This may have been due, in part, to the expanding human understanding of climate.","projected by the IPCC itself in its Third Assessment Report, published in 2001",These values are much greater than the 9--88 cm,"why are these values much greater than the 9 - - 88 cm projected ?
","why did the researchers believe that the 2100 sea levels would be greater than the ipcc ' s projections ?
"
187,187,196,145,"Particularly fast methods are available for numbers of special forms, such as Mersenne numbers. As of January 2016-LSB-update-RSB-, the largest known prime number has 22,338,618 decimal digits. ",of January 2016-LSB-update-RSB-,"the largest known prime number has 22,338,618 decimal digits.","when did the largest known prime number have 22 , 338 , 618 decimal digits ?
","what is the largest known prime number ?
"
