,Unnamed: 0,context,answer,question,start_idx,end_idx,predicted_answer,score
396,396,"As a meandering river, it reworked its ice-age braidplain. As sea-level continued to rise in the Netherlands, the formation of the Holocene Rhine-Meuse delta began (~ 8,000 years ago). Coeval absolute sea-level rise and tectonic subsidence have strongly influenced delta evolution.",sea-level continued to rise in the Netherlands,"why did the formation of the holocene rhine - meuse delta begin ?
",62,107,as sea - level continued to rise in the netherlands,0.7142857142857143
397,397,"As a meandering river, it reworked its ice-age braidplain. As sea-level continued to rise in the Netherlands, the formation of the Holocene Rhine-Meuse delta began (~ 8,000 years ago). Coeval absolute sea-level rise and tectonic subsidence have strongly influenced delta evolution.","the formation of the Holocene Rhine-Meuse delta began (~ 8,000 years ago)","what happened as sea level continued to rise in the netherlands ?
",110,182,the formation of the holocene rhine - meuse delta began,0.6250000000000001
398,398,"The 1979 Scottish devolution referendum to establish a devolved Scottish Assembly failed. Although the vote was 51.6% in favour of a Scottish Assembly, this figure did not equal the 40% of the total electorate threshold deemed necessary to pass the measure, as 32.9% of the eligible voting population did not, or had been unable to, vote. ","32.9% of the eligible voting population did not, or had been unable to","why did the 1979 referendum fail ?
",261,330,"as 32 . 9 % of the eligible voting population did not , or had been unable to , vote",0.8148148148148148
399,399,"The 1979 Scottish devolution referendum to establish a devolved Scottish Assembly failed. Although the vote was 51.6% in favour of a Scottish Assembly, this figure did not equal the 40% of the total electorate threshold deemed necessary to pass the measure, as 32.9% of the eligible voting population did not, or had been unable to, vote. ","Although the vote was 51.6% in favour of a Scottish Assembly, this figure did not equal the 40% of the total electorate threshold deemed necessary to pass the measure","why did the 1979 scottish devolution referendum fail ?
",90,255,"as 32 . 9 % of the eligible voting population did not , or had been unable to , vote",0.25641025641025644
400,400,"Following the move to Holyrood in 2004 this building was demolished. The former Midlothian County Buildings facing Parliament Square, High Street and George IV Bridge in Edinburgh (originally built as the headquarters of the pre-1975 Midlothian County Council) housed the Parliament 's visitors ' centre and shop, whilst the main hall was used as the Parliament 's principal committee room. ","the headquarters of the pre-1975 Midlothian County Council) housed the Parliament 's visitors ' centre and shop, whilst the main hall was used as the Parliament 's principal committee room","why was the midlothian county buildings built ?
",201,388,,0.0
401,401,"Following the move to Holyrood in 2004 this building was demolished. The former Midlothian County Buildings facing Parliament Square, High Street and George IV Bridge in Edinburgh (originally built as the headquarters of the pre-1975 Midlothian County Council) housed the Parliament 's visitors ' centre and shop, whilst the main hall was used as the Parliament 's principal committee room. ","Midlothian County Buildings facing Parliament Square, High Street and George IV Bridge in Edinburgh (originally built","where was the parliament ' s visitors ' centre and shop located ?
",80,196,"the former midlothian county buildings facing parliament square , high street and george iv bridge in edinburgh",0.9032258064516129
402,402,"Of the total 131 seats, 129 are occupied by the Parliament 's elected MSPs and 2 are seats for the Scottish Law Officers--the Lord Advocate and the Solicitor General for Scotland, who are not elected members of the Parliament but are members of the Scottish Government. As such the Law Officers may attend and speak in the plenary meetings of the Parliament but, as they are not elected MSPs, cannot vote. Members are able to sit anywhere in the debating chamber, but typically sit in their party groupings.",such the Law Officers may attend and speak in the plenary meetings of the Parliament but,"why can the scottish law officers not vote ?
",273,360,"as they are not elected msps , cannot vote",0.0
403,403,"Of the total 131 seats, 129 are occupied by the Parliament 's elected MSPs and 2 are seats for the Scottish Law Officers--the Lord Advocate and the Solicitor General for Scotland, who are not elected members of the Parliament but are members of the Scottish Government. As such the Law Officers may attend and speak in the plenary meetings of the Parliament but, as they are not elected MSPs, cannot vote. Members are able to sit anywhere in the debating chamber, but typically sit in their party groupings.","as they are not elected MSPs, cannot vote","why can the law officers not vote ?
",363,403,"as they are not elected msps , cannot vote",1.0
404,404,"MSPs do not tend to vote against such instructions, since those who do are unlikely to reach higher political ranks in their parties. Errant members can be deselected as official party candidates during future elections, and, in serious cases, may be expelled from their parties outright. Thus, as with many Parliaments, the independence of Members of the Scottish Parliament tends to be low, and backbench rebellions by members who are discontent with their party 's policies are rare.","official party candidates during future elections, and, in serious cases, may be expelled from their parties outright","what happens to errant members ?
",170,286,may be expelled from their parties outright,0.5833333333333334
405,405,"MSPs do not tend to vote against such instructions, since those who do are unlikely to reach higher political ranks in their parties. Errant members can be deselected as official party candidates during future elections, and, in serious cases, may be expelled from their parties outright. Thus, as with many Parliaments, the independence of Members of the Scottish Parliament tends to be low, and backbench rebellions by members who are discontent with their party 's policies are rare.",Errant members can be deselected,"what can happen to members of the scottish parliament that are not official party candidates during future elections ?
",134,165,may be expelled from their parties outright,0.16666666666666666
406,406,"Thus, as with many Parliaments, the independence of Members of the Scottish Parliament tends to be low, and backbench rebellions by members who are discontent with their party 's policies are rare. In some circumstances, however, parties announce ""free votes"", which allows Members to vote as they please. This is typically done on moral issues.",they please,"why do free votes allow members to vote ?
",293,303,as they please,0.8
407,407,"Thus, as with many Parliaments, the independence of Members of the Scottish Parliament tends to be low, and backbench rebellions by members who are discontent with their party 's policies are rare. In some circumstances, however, parties announce ""free votes"", which allows Members to vote as they please. This is typically done on moral issues.","In some circumstances, however, parties announce ""free votes"", which allows Members to vote","what happens when members decide to vote as they please ?
",198,288,"in some circumstances , however , parties announce "" free votes "" , which allows members to vote as they please",0.896551724137931
408,408,"Voters choose one member to represent the constituency, and the member with most votes is returned as a constituency MSP. The 73 Scottish Parliament constituencies shared the same boundaries as the UK Parliament constituencies in Scotland, prior to the 2005 reduction in the number of Scottish MPs, with the exception of Orkney and Shetland which each return their own constituency MSP. Currently, the average Scottish Parliament constituency comprises 55,000 electors.","the UK Parliament constituencies in Scotland, prior to the 2005 reduction in the number of Scottish MPs, with the exception of Orkney and Shetland which each return their own constituency","why did the 73 scottish parliament constituencies share the same boundaries ?
",194,380,prior to the 2005 reduction in the number of scottish mps,0.5142857142857142
409,409,"Voters choose one member to represent the constituency, and the member with most votes is returned as a constituency MSP. The 73 Scottish Parliament constituencies shared the same boundaries as the UK Parliament constituencies in Scotland, prior to the 2005 reduction in the number of Scottish MPs, with the exception of Orkney and Shetland which each return their own constituency MSP. Currently, the average Scottish Parliament constituency comprises 55,000 electors.",The 73 Scottish Parliament constituencies shared the same boundaries,"why were the scottish parliament constituencies similar to the uk parliament constituencies ?
",122,189,,0.0
410,410,"Specifically, members must be over the age of 18 and must be a citizen of the United Kingdom, the Republic of Ireland, one of the countries in the Commonwealth of Nations, a citizen of a British overseas territory, or a European Union citizen resident in the UK. Members of the police and the armed forces are disqualified from sitting in the Scottish Parliament as elected MSPs, and similarly, civil servants and members of foreign legislatures are disqualified. An individual may not sit in the Scottish Parliament if he or she is judged to be insane under the terms of the Mental Health (Care and Treatment)","elected MSPs, and similarly, civil servants and members of foreign legislatures are","why are members of the police and armed forces disqualified ?
",366,448,if he or she is judged to be insane under the terms of the mental health ( care and treatment ),0.13793103448275862
411,411,"Specifically, members must be over the age of 18 and must be a citizen of the United Kingdom, the Republic of Ireland, one of the countries in the Commonwealth of Nations, a citizen of a British overseas territory, or a European Union citizen resident in the UK. Members of the police and the armed forces are disqualified from sitting in the Scottish Parliament as elected MSPs, and similarly, civil servants and members of foreign legislatures are disqualified. An individual may not sit in the Scottish Parliament if he or she is judged to be insane under the terms of the Mental Health (Care and Treatment)",Members of the police and the armed forces are disqualified from sitting in the Scottish Parliament,"what happens to members of the police and armed forces ?
",263,361,are disqualified from sitting in the scottish parliament as elected msps,0.608695652173913
412,412,"Westminster MPs are unable to vote on the domestic legislation of the Scottish Parliament. This phenomenon is known as the West Lothian question and has led to criticism. Following the Conservative victory in the 2015 UK election, standing orders of the House of Commons were changed to give MPs representing English constituencies a new ""veto"" over laws only affecting England.",the West Lothian question and has led to criticism,"why are westminster mps unable to vote on domestic legislation of the scottish parliament ?
",119,168,"following the conservative victory in the 2015 uk election , standing orders of the house of commons were changed to give mps representing english constituencies a new "" veto "" over laws only affecting england",0.05555555555555556
413,413,"Westminster MPs are unable to vote on the domestic legislation of the Scottish Parliament. This phenomenon is known as the West Lothian question and has led to criticism. Following the Conservative victory in the 2015 UK election, standing orders of the House of Commons were changed to give MPs representing English constituencies a new ""veto"" over laws only affecting England.",This phenomenon is known,"what is the west lothian question ?
",91,114,unable to vote on the domestic legislation of the scottish parliament,0.0
414,414," Another major division within Islamism is between what Graham E. Fuller has described as the fundamentalist ""guardians of the tradition"" (Salafis, such as those in the Wahhabi movement) and the ""vanguard of change and Islamic reform"" centered around the Muslim Brotherhood. Olivier Roy argues that ""Sunni pan-Islamism underwent a remarkable shift in the second half of the 20th century"" when the Muslim Brotherhood movement and its focus on Islamisation of pan-Arabism was eclipsed by the Salafi movement with its emphasis on ""sharia rather than the building of Islamic institutions,"" and rejection of Shia Islam.","the fundamentalist ""guardians of the tradition"" (Salafis, such as those in the Wahhabi movement) and the ""vanguard of change and Islamic reform"" centered around the Muslim","what is a major division within islamism ?
",90,260,"between what graham e . fuller has described as the fundamentalist "" guardians of the tradition "" ( salafis , such as those in the wahhabi movement ) and the "" vanguard of change and islamic reform "" centered around the muslim brotherhood",0.8235294117647058
415,415," Another major division within Islamism is between what Graham E. Fuller has described as the fundamentalist ""guardians of the tradition"" (Salafis, such as those in the Wahhabi movement) and the ""vanguard of change and Islamic reform"" centered around the Muslim Brotherhood. Olivier Roy argues that ""Sunni pan-Islamism underwent a remarkable shift in the second half of the 20th century"" when the Muslim Brotherhood movement and its focus on Islamisation of pan-Arabism was eclipsed by the Salafi movement with its emphasis on ""sharia rather than the building of Islamic institutions,"" and rejection of Shia Islam.",Another major division within Islamism is between what Graham E. Fuller has described,"why is there a division within islamism ?
",1,85,,0.0
416,416,"For many years it was described as ""semi-legal"" and was the only opposition group in Egypt able to field candidates during elections. In the Egyptian parliamentary election, 2011--2012, the political parties identified as ""Islamist"" (the Brotherhood 's Freedom and Justice Party, Salafi Al-Nour Party and liberal Islamist Al-Wasat Party) won 75% of the total seats. Mohamed Morsi, an Islamist democrat of Muslim Brotherhood, was the first democratically elected president of Egypt.","Islamist"" (the Brotherhood 's Freedom and Justice Party, Salafi Al-Nour Party and liberal Islamist Al-Wasat Party) won 75% of the total seats","what did the political parties identify as in the 2011 - 2012 election ?
",223,363,""" islamist """,0.09523809523809523
417,417,"For many years it was described as ""semi-legal"" and was the only opposition group in Egypt able to field candidates during elections. In the Egyptian parliamentary election, 2011--2012, the political parties identified as ""Islamist"" (the Brotherhood 's Freedom and Justice Party, Salafi Al-Nour Party and liberal Islamist Al-Wasat Party) won 75% of the total seats. Mohamed Morsi, an Islamist democrat of Muslim Brotherhood, was the first democratically elected president of Egypt.",the political parties identified,"why did the muslim brotherhood win a majority in the 2011 election ?
",186,217,why,0.0
418,418,"For some decades prior to the First Palestine Intifada in 1987, the Muslim Brotherhood in Palestine took a ""quiescent"" stance towards Israel, focusing on preaching, education and social services, and benefiting from Israel 's ""indulgence"" to build up a network of mosques and charitable organizations. As the First Intifada gathered momentum and Palestinian shopkeepers closed their shops in support of the uprising, the Brotherhood announced the formation of HAMAS (""zeal""), devoted to Jihad against Israel. Rather than being more moderate than the PLO, the 1988 Hamas charter took a more uncompromising stand, calling for the destruction of Israel and the establishment of an Islamic state in Palestine.",the First Intifada gathered momentum and Palestinian shopkeepers closed their shops in support of the uprising,"why did the muslim brotherhood announce the formation of hamas ?
",305,414,in support of the uprising,0.4444444444444445
419,419,"For some decades prior to the First Palestine Intifada in 1987, the Muslim Brotherhood in Palestine took a ""quiescent"" stance towards Israel, focusing on preaching, education and social services, and benefiting from Israel 's ""indulgence"" to build up a network of mosques and charitable organizations. As the First Intifada gathered momentum and Palestinian shopkeepers closed their shops in support of the uprising, the Brotherhood announced the formation of HAMAS (""zeal""), devoted to Jihad against Israel. Rather than being more moderate than the PLO, the 1988 Hamas charter took a more uncompromising stand, calling for the destruction of Israel and the establishment of an Islamic state in Palestine.","the Brotherhood announced the formation of HAMAS (""zeal""), devoted to Jihad against Israel","what happened after the first intifada ?
",417,506,"as the first intifada gathered momentum and palestinian shopkeepers closed their shops in support of the uprising , the brotherhood announced the formation of hamas ( "" zeal "" ) , devoted to jihad against israel",0.5945945945945945
420,420,"An Islamist movement influenced by Salafism and the jihad in Afghanistan, as well as the Muslim Brotherhood, was the FIS or Front Islamique de Salut (the Islamic Salvation Front) in Algeria. Founded as a broad Islamist coalition in 1989 it was led by Abbassi Madani, and a charismatic Islamist young preacher, Ali Belhadj. Taking advantage of economic failure and unpopular social liberalization and secularization by the ruling leftist-nationalist FLN government, it used its preaching to advocate the establishment of a legal system following Sharia law, economic liberalization and development program, education in Arabic rather than French, and gender segregation, with women staying home to alleviate the high rate of unemployment among young Algerian men.","a broad Islamist coalition in 1989 it was led by Abbassi Madani, and a charismatic Islamist young preacher, Ali Belhadj","why was the fis founded ?
",202,320,to alleviate the high rate of unemployment among young algerian men,0.07142857142857142
421,421,"An Islamist movement influenced by Salafism and the jihad in Afghanistan, as well as the Muslim Brotherhood, was the FIS or Front Islamique de Salut (the Islamic Salvation Front) in Algeria. Founded as a broad Islamist coalition in 1989 it was led by Abbassi Madani, and a charismatic Islamist young preacher, Ali Belhadj. Taking advantage of economic failure and unpopular social liberalization and secularization by the ruling leftist-nationalist FLN government, it used its preaching to advocate the establishment of a legal system following Sharia law, economic liberalization and development program, education in Arabic rather than French, and gender segregation, with women staying home to alleviate the high rate of unemployment among young Algerian men.","An Islamist movement influenced by Salafism and the jihad in Afghanistan, as well as the Muslim Brotherhood, was the FIS or Front Islamique de Salut (the Islamic Salvation Front) in Algeria. Founded","why was the fis founded ?
",0,197,to alleviate the high rate of unemployment among young algerian men,0.0
422,422,"In 2014, the group proclaimed itself a caliphate, with religious, political and military authority over all Muslims worldwide. As of March 2015-LSB-update-RSB-, it had control over territory occupied by ten million people in Iraq and Syria, and has nominal control over small areas of Libya, Nigeria and Afghanistan. (While a self-described state, it lacks international recognition.)",of March 2015-LSB-update-RSB,"when did the group have control over ten million people in iraq and syria ?
",130,157,as of march 2015,0.5714285714285715
423,423,"In 2014, the group proclaimed itself a caliphate, with religious, political and military authority over all Muslims worldwide. As of March 2015-LSB-update-RSB-, it had control over territory occupied by ten million people in Iraq and Syria, and has nominal control over small areas of Libya, Nigeria and Afghanistan. (While a self-described state, it lacks international recognition.)","it had control over territory occupied by ten million people in Iraq and Syria, and has nominal control over small areas of Libya, Nigeria and Afghanistan","what happened in march 2015 ?
",161,314,,0.0
424,424,"Some of the main aspects of trade that went overseas consisted of animals and plant products. European empires in Asia and Africa ""have come to be seen as the classic forms of imperialism: and indeed most books on the subject confine themselves to the European seaborne empires"". European expansion caused the world to be divided by how developed and developing nation are portrayed through the world systems theory.",the classic forms of imperialism: and indeed most books on the subject confine themselves to the European seaborne empires,"why have european empires in asia and africa come to be seen ?
",155,276,european expansion caused the world to be divided by how developed and developing nation are portrayed through the world systems theory,0.17142857142857143
425,425,"Some of the main aspects of trade that went overseas consisted of animals and plant products. European empires in Asia and Africa ""have come to be seen as the classic forms of imperialism: and indeed most books on the subject confine themselves to the European seaborne empires"". European expansion caused the world to be divided by how developed and developing nation are portrayed through the world systems theory.","Asia and Africa ""have come to be seen","why are european empires seen as the classic forms of imperialism ?
",114,150,european expansion caused the world to be divided by how developed and developing nation are portrayed through the world systems theory,0.22222222222222218
426,426,"For instance, American geographer Ellen Churchill Semple argued that even though human beings originated in the tropics they were only able to become fully human in the temperate zone. Tropicality can be paralleled with Edward Said 's Orientalism as the west 's construction of the east as the ""other"".",the west 's,"whose construction of the east as the "" other "" is paralleled with tropicality ?
",250,260,edward said,0.0
427,427,"For instance, American geographer Ellen Churchill Semple argued that even though human beings originated in the tropics they were only able to become fully human in the temperate zone. Tropicality can be paralleled with Edward Said 's Orientalism as the west 's construction of the east as the ""other"".",Tropicality can be paralleled with Edward Said 's Orientalism,"what is the west ' s construction of the east as the other ?
",185,245,tropicality can be paralleled with edward said ' s orientalism,1.0
428,428,"British imperialism often used the concept of Terra nullius (Latin expression which stems from Roman law meaning 'em pty land '). The country of Australia serves as a case study in relation to British settlement and colonial rule of the continent in the eighteenth century, as it was premised on terra nullius, and its settlers considered it unused by its sparse Aboriginal inhabitants. ","a case study in relation to British settlement and colonial rule of the continent in the eighteenth century, as it was premised on terra","why does australia serve as a case study ?
",165,300,"as it was premised on terra nullius , and its settlers considered it unused by its sparse aboriginal inhabitants",0.358974358974359
429,429,"British imperialism often used the concept of Terra nullius (Latin expression which stems from Roman law meaning 'em pty land '). The country of Australia serves as a case study in relation to British settlement and colonial rule of the continent in the eighteenth century, as it was premised on terra nullius, and its settlers considered it unused by its sparse Aboriginal inhabitants. ",The country of Australia serves,"what is a case study in relation to british settlement and colonial rule in the eighteenth century ?
",130,160,the country of australia,0.8571428571428571
430,430,"The importance of soft power is not lost on authoritarian regimes, fighting such influence with bans on foreign popular culture, control of the internet and unauthorised satellite dishes etc.. Nor is such a usage of culture recent, as part of Roman imperialism local elites would be exposed to the benefits and luxuries of Roman culture and lifestyle, with the aim that they would then become willing participants. ","part of Roman imperialism local elites would be exposed to the benefits and luxuries of Roman culture and lifestyle, with the aim that they would then become willing participants","why was culture used in the roman empire ?
",235,412,"as part of roman imperialism local elites would be exposed to the benefits and luxuries of roman culture and lifestyle , with the aim that they would then become willing participants",0.9818181818181818
431,431,"The importance of soft power is not lost on authoritarian regimes, fighting such influence with bans on foreign popular culture, control of the internet and unauthorised satellite dishes etc.. Nor is such a usage of culture recent, as part of Roman imperialism local elites would be exposed to the benefits and luxuries of Roman culture and lifestyle, with the aim that they would then become willing participants. ","The importance of soft power is not lost on authoritarian regimes, fighting such influence with bans on foreign popular culture, control of the internet and unauthorised satellite dishes etc.. Nor is such a usage of culture recent","why is soft power important to authoritarian regimes ?
",0,229,"as part of roman imperialism local elites would be exposed to the benefits and luxuries of roman culture and lifestyle , with the aim that they would then become willing participants",0.16129032258064516
432,432,"By the 1880s, the machine gun had become an effective battlefield weapon. This technology gave European armies an advantage over their opponents, as armies in less-developed countries were still fighting with arrows, swords, and leather shields (e.g. the Zulus in Southern Africa during the Anglo-Zulu War of 1879). ","armies in less-developed countries were still fighting with arrows, swords, and leather shields (e.g. the Zulus in Southern Africa during the Anglo-Zulu War of 1879","why did european armies have an advantage over their opponents ?
",149,312,"as armies in less - developed countries were still fighting with arrows , swords , and leather shields",0.6315789473684211
433,433,"By the 1880s, the machine gun had become an effective battlefield weapon. This technology gave European armies an advantage over their opponents, as armies in less-developed countries were still fighting with arrows, swords, and leather shields (e.g. the Zulus in Southern Africa during the Anglo-Zulu War of 1879). ",This technology gave European armies an advantage over their opponents,"why did the machine gun become an effective battlefield weapon ?
",74,143,"as armies in less - developed countries were still fighting with arrows , swords , and leather shields",0.08333333333333334
434,434,"Such writers have expanded the time period associated with the term so that it now designates neither a policy, nor a short space of decades in the late 19th century, but a world system extending over a period of centuries, often going back to Christopher Columbus and, in some accounts, to the Crusades. As the application of the term has expanded, its meaning has shifted along five distinct but often parallel axes: the moral, the economic, the systemic, the cultural, and the temporal. Those changes reflect-among other shifts in sensibility-a growing unease, even squeamishness, with the fact of power, specifically, Western power.",the application of the term has expanded,"why has the meaning of the term "" western power "" shifted ?
",308,347,"a growing unease , even squeamishness , with the fact of power , specifically , western power",0.12500000000000003
435,435,"Such writers have expanded the time period associated with the term so that it now designates neither a policy, nor a short space of decades in the late 19th century, but a world system extending over a period of centuries, often going back to Christopher Columbus and, in some accounts, to the Crusades. As the application of the term has expanded, its meaning has shifted along five distinct but often parallel axes: the moral, the economic, the systemic, the cultural, and the temporal. Those changes reflect-among other shifts in sensibility-a growing unease, even squeamishness, with the fact of power, specifically, Western power.","its meaning has shifted along five distinct but often parallel axes: the moral, the economic, the systemic, the cultural, and the temporal","what happened as the application of the term expanded ?
",350,487,"its meaning has shifted along five distinct but often parallel axes : the moral , the economic , the systemic , the cultural , and the temporal",1.0
436,436,"Republicans, at first hostile to empire, only became supportive when Germany started to build her own colonial empire. As it developed, the new empire took on roles of trade with France, supplying raw materials and purchasing manufactured items, as well as lending prestige to the motherland and spreading French civilization and language as well as Catholicism. It also provided crucial manpower in both World Wars.",it developed,"why did the new empire take on roles of trade with france ?
",122,133,"supplying raw materials and purchasing manufactured items , as well as lending prestige to the motherland and spreading french civilization and language as well as catholicism",0.0
437,437,"Republicans, at first hostile to empire, only became supportive when Germany started to build her own colonial empire. As it developed, the new empire took on roles of trade with France, supplying raw materials and purchasing manufactured items, as well as lending prestige to the motherland and spreading French civilization and language as well as Catholicism. It also provided crucial manpower in both World Wars.","the new empire took on roles of trade with France, supplying raw materials and purchasing manufactured items, as well as lending prestige to the motherland and spreading French civilization and language as well as Catholicism","what happened to france as the new empire developed ?
",136,360,"trade with france , supplying raw materials and purchasing manufactured items , as well as lending prestige to the motherland and spreading french civilization and language as well as catholicism",0.9
438,438,"From their original homelands in Scandinavia and northern Europe, Germanic tribes expanded throughout northern and western Europe in the middle period of classical antiquity; southern Europe in late antiquity, conquering Celtic and other peoples; and by 800 CE, forming the Holy Roman Empire, the first German Empire. However, there was no real systemic continuity from the Western Roman Empire to its German successor which was famously described as ""not holy, not Roman, and not an empire"", as a great number of small states and principalities existed in the loosely autonomous confederation. Although by 1000 CE, the Germanic conquest of central, western, and southern Europe (west of and including Italy) was complete, excluding only Muslim Iberia.","not holy, not Roman, and not an empire"", as a great number of small states and principalities existed in the loosely autonomous","why was the german empire so different from the western roman empire ?
",452,578,as a great number of small states and principalities existed in the loosely autonomous confederation,0.7499999999999999
439,439,"From their original homelands in Scandinavia and northern Europe, Germanic tribes expanded throughout northern and western Europe in the middle period of classical antiquity; southern Europe in late antiquity, conquering Celtic and other peoples; and by 800 CE, forming the Holy Roman Empire, the first German Empire. However, there was no real systemic continuity from the Western Roman Empire to its German successor which was famously described as ""not holy, not Roman, and not an empire"", as a great number of small states and principalities existed in the loosely autonomous confederation. Although by 1000 CE, the Germanic conquest of central, western, and southern Europe (west of and including Italy) was complete, excluding only Muslim Iberia.","However, there was no real systemic continuity from the Western Roman Empire to its German successor which was famously described","why was the holy roman empire different from the western roman empire ?
",318,446,as a great number of small states and principalities existed in the loosely autonomous confederation,0.0
440,440,"In 1898, Americans who opposed imperialism created the Anti-Imperialist League to oppose the US annexation of the Philippines and Cuba. One year later, a war erupted in the Philippines causing business, labor and government leaders in the US to condemn America 's occupation in the Philippines as they also denounced them for causing the deaths of many Filipinos. American foreign policy was denounced as a ""racket"" by Smedley Butler, an American general.",they also denounced them for causing the deaths of many Filipinos,"why did the us condemn the occupation of the philippines ?
",297,361,for causing the deaths of many filipinos,0.7499999999999999
441,441,"In 1898, Americans who opposed imperialism created the Anti-Imperialist League to oppose the US annexation of the Philippines and Cuba. One year later, a war erupted in the Philippines causing business, labor and government leaders in the US to condemn America 's occupation in the Philippines as they also denounced them for causing the deaths of many Filipinos. American foreign policy was denounced as a ""racket"" by Smedley Butler, an American general.","One year later, a war erupted in the Philippines causing business, labor and government leaders in the US to condemn America 's occupation in the Philippines","why did the us condemn the occupation of the philippines ?
",136,292,for causing the deaths of many filipinos,0.07142857142857144
442,442,"Participation in the African slave trade and the subsequent treatment of its 12 to 15 million Africans is viewed by some to be a more modern extension of America 's ""internal colonialism"". However, this internal colonialism faced resistance, as external colonialism did, but the anti-colonial presence was far less prominent due to the nearly complete dominance that the United States was able to assert over both indigenous peoples and African-Americans. In his lecture on April 16, 2003, Edward Said made a bold statement on modern imperialism in the United States, whom he described as using aggressive means of attack towards the contemporary Orient, ""due to their backward living, lack of democracy and the violation of women 's rights.","external colonialism did, but","why did internal colonialism face resistance ?
",245,273,"due to their backward living , lack of democracy and the violation of women ' s rights",0.0
443,443,"Participation in the African slave trade and the subsequent treatment of its 12 to 15 million Africans is viewed by some to be a more modern extension of America 's ""internal colonialism"". However, this internal colonialism faced resistance, as external colonialism did, but the anti-colonial presence was far less prominent due to the nearly complete dominance that the United States was able to assert over both indigenous peoples and African-Americans. In his lecture on April 16, 2003, Edward Said made a bold statement on modern imperialism in the United States, whom he described as using aggressive means of attack towards the contemporary Orient, ""due to their backward living, lack of democracy and the violation of women 's rights.","However, this internal colonialism faced resistance","what happened to the internal colonialism ?
",189,239,faced resistance,0.5
444,444,"The city would become the centre of urban resistance to Nazi rule in occupied Europe. When the order came to annihilate the ghetto as part of Hitler 's ""Final Solution"" on 19 April 1943, Jewish fighters launched the Warsaw Ghetto Uprising. Despite being heavily outgunned and outnumbered, the Ghetto held out for almost a month.","part of Hitler 's ""Final Solution"" on 19 April 1943, Jewish fighters launched the Warsaw Ghetto Uprising","what happened when the order came to annihilate the ghetto
",134,237,jewish fighters launched the warsaw ghetto uprising,0.5454545454545454
445,445,"The city would become the centre of urban resistance to Nazi rule in occupied Europe. When the order came to annihilate the ghetto as part of Hitler 's ""Final Solution"" on 19 April 1943, Jewish fighters launched the Warsaw Ghetto Uprising. Despite being heavily outgunned and outnumbered, the Ghetto held out for almost a month.",the order came to annihilate the ghetto,"why did the warsaw ghetto uprising begin ?
",91,129,"as part of hitler ' s "" final solution """,0.0
446,446,Since 1990 the President of Warsaw had been elected by the City council. In the years of 1994--1999 the mayor of the district Centrum automatically was designated as the President of Warsaw: the mayor of Centrum was elected by the district council of Centrum and the council was elected only by the Centrum residents. Since 2002 the President of Warsaw is elected by all of the citizens of Warsaw.,the President of Warsaw: the mayor of Centrum was elected by the district council of,"why was the mayor of the district centrum automatically designated as the president of warsaw ?
",166,249,why,0.0
447,447,Since 1990 the President of Warsaw had been elected by the City council. In the years of 1994--1999 the mayor of the district Centrum automatically was designated as the President of Warsaw: the mayor of Centrum was elected by the district council of Centrum and the council was elected only by the Centrum residents. Since 2002 the President of Warsaw is elected by all of the citizens of Warsaw.,the mayor of the district Centrum automatically was designated,"what happened in the years of 1994 - 1999 ?
",100,161,in the years of 1994 - - 1999,0.16666666666666666
448,448," Like many cities in Central and Eastern Europe, infrastructure in Warsaw suffered considerably during its time as an Eastern Bloc economy--though it is worth mentioning that the initial Three-Year Plan to rebuild Poland (especially Warsaw) was a major success, but what followed was very much the opposite. However, over the past decade Warsaw has seen many improvements due to solid economic growth, an increase in foreign investment as well as funding from the European Union.","an Eastern Bloc economy--though it is worth mentioning that the initial Three-Year Plan to rebuild Poland (especially Warsaw) was a major success, but what followed was very much the opposite","why did infrastructure in warsaw suffer ?
",115,305,during its time as an eastern bloc economy,0.12121212121212123
449,449," Like many cities in Central and Eastern Europe, infrastructure in Warsaw suffered considerably during its time as an Eastern Bloc economy--though it is worth mentioning that the initial Three-Year Plan to rebuild Poland (especially Warsaw) was a major success, but what followed was very much the opposite. However, over the past decade Warsaw has seen many improvements due to solid economic growth, an increase in foreign investment as well as funding from the European Union.","Like many cities in Central and Eastern Europe, infrastructure in Warsaw suffered considerably during its time","what happened to warsaw ' s infrastructure during its time as an eastern bloc ?
",1,110,suffered considerably,0.2222222222222222
450,450,"In British America, wars were often named after the sitting British monarch, such as King William 's War or Queen Anne 's War. As there had already been a King George 's War in the 1740s, British colonists named the second war in King George 's reign after their opponents, and it became known as the French and Indian War. This traditional name continues as the standard in the United States, but it obscures the fact that Indians fought on both sides of the conflict, and that this was part of the Seven Years ' War, a much larger conflict between France and Great Britain.",there had already been a King George 's War in the 1740s,"why did british colonists name the second war in king george ' s reign after their opponents ?
",130,185,as there had already been a king george ' s war in the 1740s,0.9523809523809523
451,451,"In British America, wars were often named after the sitting British monarch, such as King William 's War or Queen Anne 's War. As there had already been a King George 's War in the 1740s, British colonists named the second war in King George 's reign after their opponents, and it became known as the French and Indian War. This traditional name continues as the standard in the United States, but it obscures the fact that Indians fought on both sides of the conflict, and that this was part of the Seven Years ' War, a much larger conflict between France and Great Britain.","British colonists named the second war in King George 's reign after their opponents, and it became known as the French and Indian War","why was the second war named the french and indian war ?
",188,321,after their opponents,0.24000000000000002
